Brand,Name,CPU,Weight,Price,Link,ImageLink,Display,RAM,Storage,Graphics Card,Source,Matching Group
 DELL,DELL INSPIRON 16 5620,i5 1235U,1.87 kg,17.690.000₫,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i5-p1wkn,https://cdn.tgdd.vn/Products/Images/44/303834/Slider/vi-vn-dell-inspiron-16-5620-i5-p1wkn--(4).jpg,"16"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,256 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,Dell Inspiron 16 N5620
 MSI,MSI MODERN 15 B7M,Ryzen 5 7530U,1.75 kg,13.990.000₫ *,https://www.thegioididong.com/laptop/msi-modern-15-b7m-r5-231vn,https://cdn.tgdd.vn/Products/Images/44/307649/msi-modern-15-b7m-r5-231vn-1.jpg,"15.6"" Full HD (1920 x 1080) ",16 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Radeon ,tgdd,MSI Modern 15 B7M-099VN
 DELL,DELL GAMING G15 5511,i5 11400H,2.81 kg,21.990.000₫,https://www.thegioididong.com/laptop/dell-gaming-g15-5511-i5-70266676,https://cdn.tgdd.vn/Products/Images/44/264354/Slider/dell-gaming-g15-5511-i5-70266676-fix-ab-01-1020x570-2.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 512 GB (2230)) ",Card rời RTX 3050 4GB ,tgdd,DELL GAMING G15 5511
 ASUS,ASUS VIVOBOOK 15 X1502ZA,i7 1260P,1.7 kg,17.490.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-15-x1502za-i7-ej582w,https://cdn.tgdd.vn/Products/Images/44/288632/Slider/vi-vn-asus-vivobook-15-x1502za-i7-ej582w-1.jpg,"15.6"" Full HD (1920 x 1080) ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,Asus Vivobook X1502ZA-BQ126W
 HP,HP PAVILION 14 DV2033TU,i5 1235U,1.41 kg,15.490.000₫ *,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2033tu-i5-6k769pa,https://cdn.tgdd.vn/Products/Images/44/285239/Slider/vi-vn-hp-pavilion-14-dv2033tu-i5-6k769pa-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP PAVILION 14 DV2033TU
 HP,HP ENVY X360 13 BF0090TU,i7 1250U,1.34 kg,28.990.000₫ *,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0090tu-i7-76b13pa,https://cdn.tgdd.vn/Products/Images/44/296789/Slider/vi-vn-hp-envy-x360-13-bf0090tu-i7-76b13pa-thumbvideo.jpg,"13.3"" 2.8K (2880 x 1800) - OLED ",16 GB LPDDR4 (Onboard) 4267 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP ENVY X360 13 BF0090TU
 MSI,MSI GAMING CYBORG 15 A12UCX,i5 12450H,1.98 kg,19.290.000₫,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12ucx-i5-281vn,https://cdn.tgdd.vn/Products/Images/44/306134/Slider/vi-vn-msi-gaming-cyborg-15-a12ucx-i5-281vn-slider-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,512 GB SSD NVMe PCIe ,Card rời RTX 2050 4GB ,tgdd,MSI GAMING CYBORG 15 A12UCX
 ACER,ACER TRAVELMATE B3 TMB311 31 C2HB N4020,Celeron N4020,1.4 kg,5.990.000₫ *,https://www.thegioididong.com/laptop/acer-travelmate-b3-tmb311-31-c2hb-nxvnfsv006,https://cdn.tgdd.vn/Products/Images/44/265015/Slider/vi-vn-acer-travelmate-b3-tmb311-31-c2hb-nxvnfsv006-thumbvideo.jpg,"11.6"" HD (1366 x 768) ",4 GB DDR4 (1 khe) Từ 2400 MHz ,128 GB SSD M2 PCIe ,Card tích hợp Intel UHD 600 ,tgdd,ACER TRAVELMATE B3 TMB311 31 C2HB N4020
 HP,HP GAMING VICTUS 15 FA0111TX,i5 12500H,2.29 kg,22.290.000₫ *,https://www.thegioididong.com/laptop/hp-victus-15-fa0111tx-i5-7c0r4pa,https://cdn.tgdd.vn/Products/Images/44/302486/Slider/vi-vn-hp-victus-15-fa0111tx-i5-7c0r4pa-slider-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 3050Ti 4GB ,tgdd,HP GAMING VICTUS 15 FA0111TX
 MSI,MSI GAMING GF63 THIN 12VE,i5 12450H,1.86 kg,21.490.000₫ *,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,https://cdn.tgdd.vn/Products/Images/44/308697/Slider/vi-vn-msi-gaming-gf63-thin-12ve-i5-460vn-slider-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng ,Card rời RTX 4050 6GB ,tgdd,MSI Gaming Thin GF63 12VE-454VN
 ACER,ACER SWIFT 3 SF314 512 56QN,i5 1240P,1.2 kg,18.490.000₫ *,https://www.thegioididong.com/laptop/acer-swift-3-sf314-512-56qn-i5-nxk0fsv002,https://cdn.tgdd.vn/Products/Images/44/285765/Slider/vi-vn-acer-swift-3-sf314-512-56qn-i5-nxk0fsv002-thumbvideo.jpg,"14"" QHD (2160 x 1440) ",16 GB LPDDR4X (Onboard) 4267 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,tgdd,ACER SWIFT 3 SF314 512 56QN
 HP,HP PAVILION 15 EG2059TU,i5 1240P,1.72 kg,15.090.000₫ *,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2059tu-i5-6k789pa,https://cdn.tgdd.vn/Products/Images/44/288536/Slider/vi-vn-hp-pavilion-15-eg2059tu-i5-6k789pa-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,256 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP PAVILION 15 EG2059TU
 MSI,MSI MODERN 14 C7M,Ryzen 5 7530U,1.4 kg,13.490.000₫,https://www.thegioididong.com/laptop/msi-modern-14-c7m-r5-083vn,https://cdn.tgdd.vn/Products/Images/44/305768/Slider/vi-vn-msi-modern-14-c7m-r5-083vn-slider-1.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Radeon ,tgdd,MSI Modern 14 C5M-030VN
 ASUS,ASUS VIVOBOOK X415EA,i3 1115G4,1.6 kg,9.490.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-ek1386w,https://cdn.tgdd.vn/Products/Images/44/274920/Slider/vi-vn-asus-vivobook-x415ea-i3-ek1386w-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",4 GB DDR4 (Onboard 4 GB +1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ khe cắm HDD SATA ",Card tích hợp Intel UHD ,tgdd,Asus Vivobook X415EA-EK1387W
 HP,HP ELITEBOOK 630 G9,i7 1255U,1.28 kg,24.190.000₫ *,https://www.thegioididong.com/laptop/hp-elitebook-630-g9-i7-6m146pa,https://cdn.tgdd.vn/Products/Images/44/285968/Slider/vi-vn-hp-elitebook-630-g9-i7-6m146pa-thumbvideo.jpg,"13.3"" Full HD (1920 x 1080) ",16 GB DDR4 2 khe (1 khe 16 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,HP ELITEBOOK 630 G9
 ACER,ACER ASPIRE 5 A515 58P 34RJ,i3 1315U,1.7 kg,11.990.000₫ *,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003,https://cdn.tgdd.vn/Products/Images/44/307185/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB LPDDR5 (Onboard) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel UHD ,tgdd,ACER ASPIRE 5 A515 58P 34RJ
 ASUS,ASUS ZENBOOK 14 OLED UX3402ZA,i5 1240P,1.39 kg,20.990.000₫ *,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402za-i5-km218w,https://cdn.tgdd.vn/Products/Images/44/284258/Slider/vi-vn-asus-zenbook-14-oled-ux3402za-i5-km218w-thumbvideo-1.jpg,"14"" 2.8K (2880 x 1800) - OLED 16:10 90Hz ",8 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,Asus Zenbook UX3402ZA-KM218W
 MSI,MSI MODERN 14 C13M,i7 1355U,1.4 kg,19.790.000₫ *,https://www.thegioididong.com/laptop/msi-modern-14-c13m-i7-607vn,https://cdn.tgdd.vn/Products/Images/44/306140/msi-modern-14-c13m-i7-607vn-glr-1.jpg,"14"" Full HD (1920 x 1080) ",16 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,MSI Modern 14 C13M-607VN
 LENOVO,LENOVO IDEAPAD 5 PRO 14IAP7,i5 1240P,1.42 kg,18.990.000₫ *,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn,https://cdn.tgdd.vn/Products/Images/44/288201/Slider/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn-slider-fix-1-1020x570.jpg,"14"" 2.8K (2880 x 1800) 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card tích hợp Intel Iris Xe ,tgdd,LENOVO IDEAPAD 5 PRO 14IAP7
 ASUS,ASUS GAMING TUF DASH F15 FX517ZC,i5 12450H,2 kg,22.290.000₫ *,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517zc-i5-hn077w,https://cdn.tgdd.vn/Products/Images/44/274921/Slider/asus-tuf-gaming-fx517zc-i5-hn077w-fix-1-1020x570.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR5 2 khe (1 khe 8 GB + 1 khe trống) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 3050 4GB ,tgdd,Asus TUF Gaming FX517ZC-HN077W
 ASUS,ASUS VIVOBOOK S 14 FLIP TP3402VA,i5 13500H,1.5 kg,20.490.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i5-lz031w,https://cdn.tgdd.vn/Products/Images/44/304869/Slider/vi-vn-asus-vivobook-s-14-flip-tp3402va-i5-lz031w-thumbvideo.jpg,"14"" WUXGA (1920 x 1200) ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,ASUS VIVOBOOK S 14 FLIP TP3402VA
 ASUS,ASUS VIVOBOOK 14 X1402ZA,i3 1220P,1.5 kg,10.490.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-14-x1402za-i3-ek249w,https://cdn.tgdd.vn/Products/Images/44/289613/Slider/vi-vn-asus-vivobook-14-x1402za-i3-ek249w-1.jpg,"14"" Full HD (1920 x 1080) ",4 GB DDR4 (Onboard 4 GB +1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,tgdd,ASUS VIVOBOOK 14 X1402ZA
 ASUS,ASUS GAMING ROG STRIX SCAR 15 G533ZM,i7 12700H 2.30 GHz ,2.3 kg,36.990.000₫ *,https://www.thegioididong.com/laptop/asus-rog-strix-scar-15-g533z-i7-ln2210w,https://cdn.tgdd.vn/Products/Images/44/299060/Slider/vi-vn-asus-rog-strix-scar-15-g533z-i7-ln2210w-ac-1.jpg,"15.6"" WQHD (2560 x 1440) 240Hz ",16 GB DDR5 2 khe (1 khe 16 GB + 1 khe rời) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 3060 6GB ,tgdd,ASUS GAMING ROG STRIX SCAR 15 G533ZM
 ASUS,ASUS ZENBOOK 14 FLIP OLED UP3404VA,i7 1360P,1.5 kg,31.690.000₫ *,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i7-kn039w,https://cdn.tgdd.vn/Products/Images/44/304259/Slider/vi-vn-asus-zenbook-14-flip-oled-up3404va-i7-kn039w-thumbvideo.jpg,"14"" 2.8K (2880 x 1800) - OLED 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Intel Iris Xe ,tgdd,Asus Zenbook Flip UP3404VA-KN038W
 MACBOOK,APPLE MACBOOK PRO 14 INCH M1 PRO 2021 10-CORE CPU,Apple M1 Pro 200GB/s ,1.6 kg,39.990.000₫,https://www.thegioididong.com/laptop/apple-macbook-pro-14-m1-pro-2021-10-core-cpu,https://cdn.tgdd.vn/Products/Images/44/253703/Slider/vi-vn-apple-macbook-pro-14-m1-pro-2021-10-core-cpu-thumbvideo.jpg,"14.2"" Liquid Retina XDR display (3024 x 1964) 120Hz ",16 GB ,1 TB SSD ,Card tích hợp 16 nhân GPU ,tgdd,MacBook Pro 14 inch M1 Pro 2021 10CPU 16GPU 16GB
 MACBOOK,APPLE MACBOOK PRO 14 INCH M2 PRO 2023 10-CORE CPU,Apple M2 Pro 200GB/s ,1.6 kg,49.990.000₫,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m2-pro,https://cdn.tgdd.vn/Products/Images/44/302146/Slider/vi-vn-macbook-pro-14-inch-m2-pro-slider-1.jpg,"14.2"" Liquid Retina XDR display (3024 x 1964) 120Hz ",16 GB ,512 GB SSD ,Card tích hợp 16 nhân GPU ,tgdd,MacBook Pro 14 inch M2 Pro 2023 12CPU 19GPU 16GB
 ASUS,ASUS GAMING ROG STRIX SCAR 18 G834JY,i9 13980HX,3.1 kg,118.000.000₫ *,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-scar-18-g834jy-i9-n6039w,https://cdn.tgdd.vn/Products/Images/44/302473/asus-gaming-rog-strix-scar-18-g834jy-i9-n6039w-1.jpg,18 inch WQXGA (2560 x 1600) 240Hz ,64 GB DDR5 2 khe (1 khe 32 GB + 1 khe 32 GB) 4800 MHz ,2 TB SSD ,Card rời RTX 4090 16GB ,tgdd,ASUS GAMING ROG STRIX SCAR 18 G834JY
 ASUS,ASUS GAMING ROG STRIX SCAR 17 G733PZ,Ryzen 9 7945HX,3 kg,84.500.000₫ *,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-scar-17-g733pz-r9-ll980w,https://cdn.tgdd.vn/Products/Images/44/305745/asus-gaming-rog-strix-scar-17-g733pz-r9-ll980w-1.jpg,"17.3"" WQHD (2560 x 1440) 240Hz ",32 GB DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB) 4800 MHz ,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB) 1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 4080 12GB ,tgdd,ASUS GAMING ROG STRIX SCAR 17 G733PZ
 ASUS,ASUS GAMING ROG ZEPHYRUS M16 GU604VI,i9 13900H,2.1 kg,75.990.000₫ *,https://www.thegioididong.com/laptop/asus-gaming-rog-zephyrus-m16-gu604vi-i9-nm779w,https://cdn.tgdd.vn/Products/Images/44/305742/asus-gaming-rog-zephyrus-m16-gu604vi-i9-nm779w-glr-1.jpg,"16"" QHD+ (2560 x 1600) 240Hz ",32 GB DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB) 4800 MHz ,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB) 1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 4070 8GB ,tgdd,ASUS GAMING ROG ZEPHYRUS M16 GU604VI
 DELL,DELL XPS 17 9710,i7 11800H 2.30 GHz ,2.53 kg, Not Sale,https://www.thegioididong.com/laptop/dell-xps-17-9710-i7-xps7i7001w1,https://cdn.tgdd.vn/Products/Images/44/268712/Slider/vi-vn-dell-xps-17-9710-i7-xps7i7001w1-update-1020x570.jpg,"17"" 4K/UHD+ (3840 x 2400) ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 3050 4GB ,tgdd,DELL XPS 17 9710
 HP,HP ENVY 16 H0205TX,i9 12900H,2.32 kg,58.990.000₫ *,https://www.thegioididong.com/laptop/hp-envy-16-h0205tx-i9-7c0t2pa,https://cdn.tgdd.vn/Products/Images/44/302980/Slider/vi-vn-hp-envy-16-h0205tx-i9-7c0t2pa-thumbvideo.jpg,"16"" 4K/UHD+ (3840 x 2400) OLED ",32 GB DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB) 4800 MHz ,512 GB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng ,Card rời RTX 3060 6GB ,tgdd,HP ENVY 16 H0205TX
 ASUS,ASUS GAMING ROG STRIX G16 G614JI,i7 13650HX,2.5 kg,56.990.000₫ *,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g16-g614ji-i7-n4084w,https://cdn.tgdd.vn/Products/Images/44/305663/Slider/asus-gaming-rog-strix-g16-g614j-i7-n4084w638225341289982303.jpg,"16"" QHD+ (2560 x 1600) 240Hz ",16 GB DDR5 2 khe (1 khe 16 GB + 1 khe rời) 4800 MHz ,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB) 1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card rời RTX 4070 8GB ,tgdd,ASUS GAMING ROG STRIX G16 G614JI
 HP,HP OMEN 16 N0085AX,Ryzen 9 6900HX,2.35 kg,56.690.000₫ *,https://www.thegioididong.com/laptop/hp-omen-16-n0085ax-r9-7c144pa,https://cdn.tgdd.vn/Products/Images/44/302982/Slider/vi-vn-hp-omen-16-n0085ax-r9-7c144pa--(2).jpg,"16.1"" QHD (2560 x 1440) 165Hz ",32 GB DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB) 4800 MHz ,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 1 TB SSD ,Card rời RTX 3070Ti 8GB ,tgdd,HP OMEN 16 N0085AX
 ASUS,ASUS GAMING ROG FLOW Z13 GZ301VU,i9 13900H,1.18 kg,54.190.000₫ *,https://www.thegioididong.com/laptop/asus-gaming-rog-flow-z13-gz301vu-i9-mu301w,https://cdn.tgdd.vn/Products/Images/44/307930/asus-gaming-rog-flow-z13-gz301vu-i9-mu301w-1.jpg,"13.4"" QHD+ (2560 x 1600) 165Hz ",16 GB LPDDR5 (Onboard) 5200 MHz ,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) 1 TB SSD NVMe PCIe Gen 4 ,Card rời RTX 4050 6GB ,tgdd,ASUS GAMING ROG FLOW Z13 GZ301VU
 MSI,MSI GAMING GS66 STEALTH 11UG,i7 11800H 2.30 GHz ,2.1 Kg,50.990.000₫ *,https://www.thegioididong.com/laptop/msi-gaming-gs66-stealth-11ug-i7-219vn,https://cdn.tgdd.vn/Products/Images/44/249147/Slider/vi-vn-msi-gaming-gs66-stealth-11ug-i7-219vn-1.jpg,"15.6"" Full HD (1920 x 1080) 360Hz ",32 GB DDR4 2 khe (1 khe 16 GB + 1 khe 16 GB) 3200 MHz ,2 TB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) ,Card rời RTX 3070 Max-Q 8GB ,tgdd,MSI GAMING GS66 STEALTH 11UG
 LG,LG GRAM 2023,i7 1360P,1.35 kg,50.990.000₫,https://www.thegioididong.com/laptop/lg-gram-2023-i7-17z90rgah78a5,https://cdn.tgdd.vn/Products/Images/44/306795/Slider/vi-vn-lg-gram-2023-i7-17z90rgah78a5-slider-1.jpg,"17"" WQXGA (2560 x 1600) ",16 GB LPDDR5 (Onboard) 6000 MHz ,1 TB SSD NVMe PCIe Gen 4 Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng ,Card tích hợp Intel Iris Xe ,tgdd,LG GRAM 2023
 DELL,DELL GAMING ALIENWARE M15 R6,i7 11800H 2.30 GHz ,2.69 kg,47.490.000₫,https://www.thegioididong.com/laptop/dell-gaming-alienware-m15-r6-i7-p109f001dbl,https://cdn.tgdd.vn/Products/Images/44/271545/Slider/vi-vn-dell-gaming-alienware-m15-r6-i7-p109f001dbl-1.jpg,"15.6"" Full HD (1920 x 1080) 165Hz ",32 GB DDR4 2 khe (1 khe 16 GB + 1 khe 16 GB) 3200 MHz ,"1 TB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB M.2 2280 PCIe Gen 4 x 4 NVMe / 1 TB M.2 2280 PCIe Gen 3 x 4 NVMe) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 3060 6GB ,tgdd,DELL GAMING ALIENWARE M15 R6
 HP,HP ELITEBOOK DRAGONFLY G3,i7 1255U,0.99 kg,47.490.000₫ *,https://www.thegioididong.com/laptop/hp-elitebook-dragonfly-g3-i7-6z980pa,https://cdn.tgdd.vn/Products/Images/44/302984/Slider/vi-vn-hp-elitebook-dragonfly-g3-i7-6z980pa-thumbvideo.jpg,"13.5"" WUXGA+ (1920 x 1280) ",16 GB LPDDR5 (Onboard) 4800 MHz ,1 TB SSD ,Card tích hợp Intel Iris Xe ,tgdd,HP ELITEBOOK DRAGONFLY G3
 ASUS,ASUS GAMING ROG STRIX G17 G713RW,Ryzen 9 6900HX,2.9 kg,46.990.000₫ *,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g17-g713r-r9-ll178w,https://cdn.tgdd.vn/Products/Images/44/302172/Slider/vi-vn-asus-gaming-rog-strix-g17-g713r-r9-ll178w--(2).jpg,"17.3"" WQHD (2560 x 1440) 240Hz ",32 GB DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB) 4800 MHz ,1 TB SSD ,Card rời RTX 3070Ti 8GB ,tgdd,ASUS GAMING ROG STRIX G17 G713RW
 LG,LG GRAM 2023,i7 1360P,1.999 kg,46.990.000₫,https://www.thegioididong.com/laptop/lg-gram-2023-i7-16z90rgah76a5,https://cdn.tgdd.vn/Products/Images/44/306793/lg-gram-2023-i7-16z90rgah76a5-1.jpg,"16"" WQXGA (2560 x 1600) ",16 GB LPDDR5 (Onboard) 6000 MHz ,512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng ,Card tích hợp Intel Iris Xe ,tgdd,LG GRAM 2023
 ASUS,ASUS ZENBOOK S 13 OLED UX5304VA,i7 1355U,1 kg,46.490.000₫ *,https://www.thegioididong.com/laptop/asus-zenbook-s-13-oled-ux5304va-i7-nq126w,https://cdn.tgdd.vn/Products/Images/44/308001/asus-zenbook-s-13-oled-ux5304va-i7-1355u-32gb-1tb-tui-win11-nq126w-1.jpg,"13.3"" 2.8K (2880 x 1800) - OLED 16:10 ",32 GB LPDDR5 (Onboard) 5500 MHz ,1 TB SSD NVMe PCIe Gen 4 ,Card tích hợp Intel Iris Xe ,tgdd,ASUS ZENBOOK S 13 OLED UX5304VA
 ASUS,ASUS VIVOBOOK PRO 16 OLED K6602VV,i9 13900H,1.9 kg,45.990.000₫ *,https://www.thegioididong.com/laptop/asus-vivobook-pro-16-oled-k6602vv-i9-mx077w,https://cdn.tgdd.vn/Products/Images/44/309300/asus-vivobook-pro-16-oled-k6602vv-i9-mx077w-glr-1.jpg,"16"" 3.2K (3200 x 2000) OLED 16:10 120Hz ",16 GB DDR5 2 khe (1 khe 8 GB onboard + 1 khe 8 GB) 4800 MHz ,1 TB SSD NVMe PCIe Gen 4 ,Card rời RTX 4060 8GB ,tgdd,ASUS VIVOBOOK PRO 16 OLED K6602VV
 HP,HP OMEN 16 N0087AX,Ryzen 7 6800H,2.35 kg,45.790.000₫ *,https://www.thegioididong.com/laptop/hp-omen-16-n0087ax-r7-7c0t7pa,https://cdn.tgdd.vn/Products/Images/44/302981/Slider/vi-vn-hp-omen-16-n0087ax-r7-7c0t7pa-slider-1.jpg,"16.1"" QHD (2560 x 1440) 165Hz ",16 GB DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB) 4800 MHz ,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 1 TB SSD ,Card rời RTX 3060 6GB ,tgdd,HP OMEN 16 N0087AX
 HP,HP ELITEBOOK X360 1040 G9,i7 1255U,1.35 kg,45.090.000₫ *,https://www.thegioididong.com/laptop/hp-elitebook-x360-1040-g9-i7-6z982pa,https://cdn.tgdd.vn/Products/Images/44/302983/Slider/vi-vn-hp-elitebook-x360-1040-g9-i7-6z982pa-thumbvideo.jpg,"14"" WUXGA (1920 x 1200) ",16 GB DDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,tgdd,HP ELITEBOOK X360 1040 G9
 LENOVO,LENOVO THINKPAD X1 CARBON GEN 10,i7 1260P,1.12 kg,44.490.000₫,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-gen-10-i7-21cb00a8vn,https://cdn.tgdd.vn/Products/Images/44/292926/Slider/vi-vn-lenovo-thinkpad-x1-carbon-gen-10-i7-21cb00a8vn-thumbvideo.jpg,"14"" WUXGA (1920 x 1200) ",16 GB LPDDR5 (Onboard) 5200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) ",Card tích hợp Intel Iris Xe ,tgdd,LENOVO THINKPAD X1 CARBON GEN 10
