Brand,Name,CPU,Weight,Price,OldPrice,Link,ImageLink,Display,RAM,Storage,Graphics Card,Size,OS,Manufacturing Year,Source,Matching Group
 Lenovo,LENOVO THINKPAD E15 GEN 4 I7 1260P,i7 1260P,1.7 kg,25.190.000₫,,https://www.thegioididong.com/laptop/lenovo-thinkpad-e15-gen-4-i7-21e600cpvn,https://cdn.tgdd.vn/Products/Images/44/299799/Slider/vi-vn-lenovo-thinkpad-e15-gen-4-i7-21e600cpvn-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 365 mm - Rộng 240 mm - Dày 18.9 mm -,Windows 11 Home SL ,2022,tgdd,Lenovo ThinkPad E14 Gen 4
 Lenovo,LENOVO YOGA DUET 7 13ITL6 I5 1135G7,i5 1135G7,1.168 kg,24.990.000₫ *,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i5-82ma009nvn,https://cdn.tgdd.vn/Products/Images/44/292394/Slider/vi-vn-lenovo-yoga-duet-7-13itl6-i5-82ma009nvn-1.jpg,"13"" WQHD (2160x1350) ",8 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO YOGA DUET 7 13ITL6 I5 1135G7
 HP,HP GAMING VICTUS 16 E1102AX,Ryzen 7 6800H,2.4 kg,24.990.000₫ *,,https://www.thegioididong.com/laptop/hp-victus-16-e1102ax-r7-7c139pa,https://cdn.tgdd.vn/Products/Images/44/302487/Slider/vi-vn-hp-victus-16-e1102ax-r7-7c139pa-slider-1.jpg,"16.1"" Full HD (1920 x 1080) 144Hz ",16 GB DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB) 4800 MHz ,512 GB SSD NVMe PCIe ,Card rời RTX 3050Ti 4GB ,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm -,Windows 11 Home SL ,2022,tgdd,HP Gaming Victus 16-e1107AX
 Dell,DELL INSPIRON 16 5620 I7 1255U,i7 1255U,1.97 kg,24.990.000₫,,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7009w1,https://cdn.tgdd.vn/Products/Images/44/306103/Slider/vi-vn-dell-inspiron-16-5620-i7-n6i7009w1--(2).jpg,"16"" Full HD+ (1920 x 1200) ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe Hỗ trợ bộ nhớ Intel Optane ,Card tích hợp Intel Iris Xe ,Dài 356.7 mm - Rộng 251.9 mm - Dày 15.67 ~ 17.95 mm -,Windows 11 Home SL  ,2022,tgdd,Dell Inspiron 16 N5620
 Asus,ASUS VIVOBOOK 14X OLED S3405VA I9 13900H,i9 13900H,1.4 kg,24.690.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-s3405va-i9-km071w,https://cdn.tgdd.vn/Products/Images/44/306198/asus-vivobook-14x-oled-s3405va-i9-km071w-1.jpg,"14"" 2.8K (2880 x 1800) - OLED 16:10 90Hz ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 317.1 mm - Rộng 222.5 mm - Dày 18.9 mm -,Windows 11 Home SL ,2023,tgdd,Asus Vivobook S3405VA-KM071W
 Lenovo,LENOVO YOGA SLIM 7 CARBON 13ITL5 I5 1135G7,i5 1135G7,0.966 kg,24.640.000₫ *,,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i5-82nh00avvn,https://cdn.tgdd.vn/Products/Images/44/284189/Slider/vi-vn-lenovo-yoga-slim-7-carbon-13itl5-i5-82nh00avvn-1.jpg,"13.3"" WQXGA (2560 x 1600) ",16 GB LPDDR4X (Onboard) 4266 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO YOGA SLIM 7 CARBON 13ITL5 I5 1135G7
 Asus,ASUS VIVOBOOK PRO 15 OLED K6502Z I5 12450H,i5 12450H,1.8 kg,24.490.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-k6502z-i5-ma025w,https://cdn.tgdd.vn/Products/Images/44/292690/Slider/vi-vn-asus-vivobook-pro-15-k6502z-i5-ma025w-1.jpg,"15.6"" 2.8K (2880 x 1620) - OLED 120Hz ",16 GB DDR4 2 khe (1 khe 16 GB onboard + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời RTX 3050 4GB ,Dài 356.5 mm - Rộng 235.3 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS VIVOBOOK PRO 15 OLED K6502Z I5 12450H
 Asus,ASUS VIVOBOOK S 14 FLIP TP3402VA I9 13900H,i9 13900H,1.5 kg,24.490.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i9-lz118w,https://cdn.tgdd.vn/Products/Images/44/306195/Slider/vi-vn-asus-vivobook-s-14-flip-tp3402va-i9-lz118w-slider1.jpg,"14"" WUXGA (1920 x 1200) ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 313.2 mm - Rộng 227.6 mm - Dày 18.9 mm -,Windows 11 Home SL ,2022,tgdd,ASUS VIVOBOOK S 14 FLIP TP3402VA I9 13900H
 HP,HP PAVILION X360 14 EK0132TU I7 1255U,i7 1255U,1.51 kg,23.990.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0132tu-i7-7c0w4pa,https://cdn.tgdd.vn/Products/Images/44/303079/Slider/vi-vn-hp-pavilion-x360-14-ek0132tu-i7-7c0w4pa--(5).jpg,"14"" Full HD (1920 x 1080) ",16 GB DDR4 (Onboard) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 322 mm - Rộng 210 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,HP PAVILION X360 14 EK0132TU I7 1255U
 MSI,MSI SUMMIT E14 EVO A12M I7 1280P,i7 1280P,1.6 kg,23.990.000₫ *,,https://www.thegioididong.com/laptop/msi-summit-e14-evo-a12m-i7-211vn,https://cdn.tgdd.vn/Products/Images/44/304541/Slider/vi-vn-msi-summit-e14-evo-a12m-i7-211vn--(7).jpg,"14"" Full HD+ (1920 x 1200) ",16 GB LPDDR5 (Onboard) 4800 MHz ,512 GB SSD NVMe PCIe Gen 4.0 ,Card tích hợp Intel Iris Xe ,Dài 314 mm - Rộng 227.5 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,MSI SUMMIT E14 EVO A12M I7 1280P
 Asus,ASUS VIVOBOOK 15 OLED A1505VA I9 13900H,i9 13900H,1.7 kg,23.090.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-l1201w,https://cdn.tgdd.vn/Products/Images/44/306196/asus-vivobook-15-oled-a1505va-i9-l1201w-1.jpg,"15.6"" Full HD (1920 x 1080) OLED ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS VIVOBOOK 15 OLED A1505VA I9 13900H
 Acer,ACER NITRO 5 TIGER AN515 58 52SP I5 12500H,i5 12500H,2.5 kg,22.990.000₫ *,,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001,https://cdn.tgdd.vn/Products/Images/44/272282/Slider/vi-vn-acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB) ",Card rời RTX 3050 4GB ,Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm -,Windows 11 Home SL ,2022,tgdd,Acer Nitro 5 Tiger Gaming AN515-58-52SP
 Dell,DELL VOSTRO 5620 I5 1240P,i5 1240P,1.97 kg,22.990.000₫,,https://www.thegioididong.com/laptop/dell-vostro-5620-i5-70282719,https://cdn.tgdd.vn/Products/Images/44/285248/Slider/vi-vn-dell-vostro-5620-i5-70282719-thumbvideo.jpg,"16"" Full HD+ (1920 x 1200) ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) ",Card tích hợp Intel Iris Xe ,Dài 356 mm - Rộng 252 mm - Dày 18 mm -,Windows 11 Home SL  ,2022,tgdd,Dell Vostro V5620
 Asus,ASUS TUF GAMING F15 FX507ZC4 I5 12500H,i5 12500H,2.2 kg,22.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn095w,https://cdn.tgdd.vn/Products/Images/44/305011/Slider/vi-vn-asus-tuf-gaming-f15-fx507zc4-i7-hn095w--(3).jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 3050 4GB ,Dài 354 mm - Rộng 251 mm - Dày 22.4 ~ 24.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS TUF GAMING F15 FX507ZC4 I5 12500H
 HP,HP PAVILION 15 EG2088TU I7 1260P,i7 1260P,1.74 kg,22.790.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa,https://cdn.tgdd.vn/Products/Images/44/302209/Slider/vi-vn-hp-pavilion-15-eg2088tu-i7-7c0r0pa--(4).jpg,"15.6"" Full HD (1920 x 1080) ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,HP Pavilion 15-eg2089TU
 Lenovo,LENOVO IDEAPAD 5 PRO 14IAP7 I7 1260P,i7 1260P,1.42 kg,21.990.000₫ *,,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i7-82sh002svn,https://cdn.tgdd.vn/Products/Images/44/288199/Slider/vi-vn-lenovo-ideapad-5-pro-14iap7-i7-82sh002svn-thumbvideo-1.jpg,"14"" 2.8K (2880 x 1800) 90Hz ",16 GB LPDDR5 (Onboard) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)) ",Card tích hợp Intel Iris Xe ,Dài 312.2 mm - Rộng 221 mm - Dày 15.9 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO IDEAPAD 5 PRO 14IAP7 I7 1260P
 Dell,DELL VOSTRO 5620 I5 1240P,i5 1240P,1.97 kg,21.990.000₫,,https://www.thegioididong.com/laptop/dell-vostro-5620-i5-70296963,https://cdn.tgdd.vn/Products/Images/44/292592/Slider/vi-vn-dell-vostro-5620-i5-70296963-1.jpg,"16"" Full HD+ (1920 x 1200) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) ",Card rời MX570 2GB ,Dài 356 mm - Rộng 252 mm - Dày 18 mm -,Windows 11 Home SL  ,2022,tgdd,Dell Vostro V5620
 Lenovo,LENOVO IDEAPAD GAMING 3 15IAH7 I7 12700H,i7 12700H 2.30 GHz ,2.315 kg,21.990.000₫ *,,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15iah7-i7-82s9007uvn,https://cdn.tgdd.vn/Products/Images/44/292663/Slider/vi-vn-lenovo-ideapad-gaming-3-15iah7-i7-82s9007uvn-1.jpg,"15.6"" Full HD (1920 x 1080) 120Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card rời RTX 3050Ti 4GB ,Dài 359.6 mm - Rộng 266.4 mm - Dày 21.8 mm -,Windows 11 Home SL ,2022,tgdd,LENOVO IDEAPAD GAMING 3 15IAH7 I7 12700H
 Asus,ASUS VIVOBOOK 14X OLED S3405VA I5 13500H,i5 13500H,1.4 kg,21.990.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-s3405va-i5-km072w,https://cdn.tgdd.vn/Products/Images/44/306197/asus-vivobook-14x-oled-s3405va-i5-km072w-1.jpg,"14"" 2.8K (2880 x 1800) - OLED 16:10 90Hz ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 317.1 mm - Rộng 222.5 mm - Dày 18.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS VIVOBOOK 14X OLED S3405VA I5 13500H
 Dell,DELL VOSTRO 5630 I5 1340P,i5 1340P,1.9 kg,21.990.000₫,,https://www.thegioididong.com/laptop/dell-vostro-5630-i5-i5p085w11gru,https://cdn.tgdd.vn/Products/Images/44/306605/dell-vostro-5630-i5-i5p085w11gru-1-1.jpg,"16"" Full HD+ (1920 x 1200) ",8 GB LPDDR5 (Onboard) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) ",Card tích hợp Intel Iris Xe ,Dài 356.78 mm - Rộng 251.9 mm - Dày 15.67 ~ 17.95 mm -,Windows 11 Home SL  ,2023,tgdd,DELL VOSTRO 5630 I5 1340P
 HP,HP PAVILION X360 14 EK1049TU I5 1335U,i5 1335U,1.53 kg,21.990.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1049tu-i5-80r27pa,https://img.youtube.com/vi/SvWH_9ny9Vg/maxresdefault.jpg,"14"" Full HD (1920 x 1080) ",16 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 322 mm - Rộng 210 mm - Dày 19.9 mm -,Windows 11 Home SL ,2023,tgdd,HP PAVILION X360 14 EK1049TU I5 1335U
 Asus,ASUS TUF GAMING F15 FX506HC I5 11400H,i5 11400H,2.3 kg,21.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hc-i5-hn949w,https://cdn.tgdd.vn/Products/Images/44/309373/asus-tuf-gaming-f15-fx506hc-i5-hn949w-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,512 GB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ,Card rời RTX 3050 4GB ,Dài 359 mm - Rộng 256 mm - Dày 22.8 ~ 24.5 mm -,Windows 11 Home SL ,2022,tgdd,Asus TUF Gaming FX506HC-HN144W
 Acer,ACER NITRO 5 GAMING AN515 57 720A I7 11800H,i7 11800H 2.30 GHz ,2.2 kg,21.890.000₫ *,,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-720a-i7-nhqeqsv004,https://cdn.tgdd.vn/Products/Images/44/260058/Slider/vi-vn-acer-nitro-5-gaming-an515-57-720a-i7-nhqeqsv004-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB) ",Card rời RTX 3050Ti 4GB ,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm -,Windows 11 Home SL ,2021,tgdd,Acer Nitro Gaming AN515-57-71VV
 HP,HP PAVILION 15 EG2034TX I7 1255U,i7 1255U,1.74 kg,21.890.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2034tx-i7-6k780pa,https://cdn.tgdd.vn/Products/Images/44/285967/Slider/vi-vn-hp-pavilion-15-eg2034tx-i7-6k780pa-1.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời MX550 2GB ,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm -,Windows 11 Home SL ,2022,tgdd,HP Pavilion 15 eg2034TX
 Dell,DELL VOSTRO 3400 I7 1165G7,i7 1165G7,1.64 kg,21.590.000₫,,https://www.thegioididong.com/laptop/dell-vostro-3400-i7-v4i7015w1,https://cdn.tgdd.vn/Products/Images/44/267557/Slider/dell-vostro-3400-i7-v4i7015w1-acv-1-1020x570.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card rời MX330 2GB ,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm -,Windows 11 Home SL  ,2021,tgdd,DELL VOSTRO 3400 I7 1165G7
 MSI,MSI GAMING GF65 THIN 10UE I5 10500H,i5 10500H,1.86 kg,20.990.000₫ *,,https://www.thegioididong.com/laptop/msi-gaming-gf65-thin-10ue-i5-286vn,https://cdn.tgdd.vn/Products/Images/44/250547/Slider/vi-vn-msi-gaming-gf65-thin-10ue-i5-286vn-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 3060 Max-Q 6GB ,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm -,Windows 10 Home SL ,2021,tgdd,MSI GAMING GF65 THIN 10UE I5 10500H
 GIGABYTE,GIGABYTE GAMING G5 I5 12500H,i5 12500H,1.9 kg,20.990.000₫,,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-ge-51vn213sh,https://cdn.tgdd.vn/Products/Images/44/309114/Slider/vi-vn-gigabyte-gaming-g5-i5-ge-51vn213sh-slider-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",16 GB DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB) 3200 MHz ,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 512 GB SSD NVMe PCIe Gen 4.0 ,Card rời RTX 3050 4GB ,Dài 360 mm - Rộng 238 mm - Dày 22.7 mm -,Windows 11 Home SL ,2022,tgdd,Gigabyte Gaming G5 GD-51VN123SO
 HP,HP PAVILION X360 14 EK1048TU I5 1335U,i5 1335U,1.53 kg,20.590.000₫ *,,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1048tu-i5-80r26pa,https://img.youtube.com/vi/SvWH_9ny9Vg/maxresdefault.jpg,"14"" Full HD (1920 x 1080) ",8 GB DDR4 (Onboard) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel Iris Xe ,Dài 322 mm - Rộng 210 mm - Dày 19.9 mm -,Windows 11 Home SL ,2023,tgdd,HP PAVILION X360 14 EK1048TU I5 1335U
 Asus,ASUS TUF GAMING F15 FX506HC I5 11400H,i5 11400H,2.3 kg,20.490.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx506hc-i5-hn144w,https://cdn.tgdd.vn/Products/Images/44/275262/Slider/asus-tuf-gaming-fx506hc-i5-hn144w637879636224790851.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 3050 4GB ,Dài 359 mm - Rộng 256 mm - Dày 24.5 mm -,Windows 11 Home SL ,2022,tgdd,Asus TUF Gaming FX506HC-HN144W
 Asus,ASUS EXPERTBOOK B5402CB I5 1240P,i5 1240P,1.25 kg,19.990.000₫ *,,https://www.thegioididong.com/laptop/asus-expertbook-b5402cb-i5-ki0353w,https://cdn.tgdd.vn/Products/Images/44/298373/Slider/vi-vn-asus-expertbook-b5402cb-i5-ki0353w-thumbvideo.jpg,"14"" Full HD (1920 x 1080) ",16 GB DDR5 2 khe (1 khe 8 GB onboard + 1 khe 8 GB) 4800 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 323.4 mm - Rộng 223.1 mm - Dày 18 mm -,Windows 11 Home SL ,2022,tgdd,ASUS EXPERTBOOK B5402CB I5 1240P
 Asus,ASUS VIVOBOOK 15 X1504VA I7 1355U,i7 1355U,1.7 kg,19.990.000₫ *,,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w,https://cdn.tgdd.vn/Products/Images/44/305009/Slider/vi-vn-asus-vivobook-15-x1504va-nj023w--(2).jpg,"15.6"" Full HD (1920 x 1080) ",16 GB DDR4 2 khe (8 GB onboard+ 1 khe 8 GB) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm -,Windows 11 Home SL ,2023,tgdd,ASUS VIVOBOOK 15 X1504VA I7 1355U
 Acer,ACER GAMING NITRO 5 AN515 57 53F9 I5 11400H,i5 11400H,2.2 kg,19.990.000₫ *,,https://www.thegioididong.com/laptop/acer-gaming-nitro-5-an515-57-53f9-i5-nhqensv008,https://cdn.tgdd.vn/Products/Images/44/308489/acer-gaming-nitro-5-an515-57-53f9-i5-nhqensv008-1.jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB) ",Card rời RTX 3050 4GB ,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm -,Windows 11 Home SL ,2021,tgdd,ACER GAMING NITRO 5 AN515 57 53F9 I5 11400H
 HP,HP ELITEBOOK 630 G9 I5 1235U,i5 1235U,1.28 kg,19.890.000₫ *,,https://www.thegioididong.com/laptop/hp-elitebook-630-g9-i5-6m143pa,https://cdn.tgdd.vn/Products/Images/44/291155/Slider/1-1020x570.jpg,"13.3"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 306.9 mm - Rộng 208.4 mm - Dày 15.9 mm -,Windows 11 Home SL ,2022,tgdd,HP ELITEBOOK 630 G9 I5 1235U
 HP,HP PROBOOK 450 G9 I5 1235U,i5 1235U,1.74 kg,18.990.000₫ *,,https://www.thegioididong.com/laptop/hp-probook-450-g9-i5-6m0y9pa,https://cdn.tgdd.vn/Products/Images/44/291154/Slider/vi-vn-hp-probook-450-g9-i5-6m0y9pa-thumbvideo.jpg,"15.6"" Full HD (1920 x 1080) ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,512 GB SSD NVMe PCIe ,Card tích hợp Intel UHD ,Dài 359.4 mm - Rộng 233.9 mm - Dày 19.9 mm -,Windows 11 Home SL ,2022,tgdd,HP PROBOOK 450 G9 I5 1235U
 Asus,ASUS TUF GAMING F15 FX506HF I5 11400H,i5 11400H,2.3 kg,18.990.000₫ *,,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hf-i5-hn014w,https://cdn.tgdd.vn/Products/Images/44/304867/Slider/vi-vn-asus-tuf-gaming-f15-fx506hf-i5-hn014w--(2).jpg,"15.6"" Full HD (1920 x 1080) 144Hz ",8 GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) 3200 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB) ",Card rời RTX 2050 4GB ,Dài 359 mm - Rộng 256 mm - Dày 22.8 ~ 24.5 mm -,Windows 11 Home SL ,2023,tgdd,Asus TUF Gaming FX506HF-HN017W
 Asus,ASUS ZENBOOK UX325EA I5 1135G7,i5 1135G7,1.14 kg,18.790.000₫ *,,https://www.thegioididong.com/laptop/asus-zenbook-ux325ea-i5-kg656w,https://cdn.tgdd.vn/Products/Images/44/267786/Slider/vi-vn-asus-zenbook-ux325ea-i5-kg656w-1.jpg,"13.3"" Full HD (1920 x 1080) OLED ",8 GB LPDDR4X (Onboard) 4267 MHz ,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) ",Card tích hợp Intel Iris Xe ,Dài 304.2 mm - Rộng 203 mm - Dày 13.9 mm -,Windows 11 Home SL ,2021,tgdd,ASUS ZENBOOK UX325EA I5 1135G7
